algorithm,graph,timeout,seed,k,epsilon,imbalance,totalPartitionTime,objective,km1,cut,failed
hMetis-K,bcsstk29.hgr,no,1,32,0.03,0.028749603636,110.488,km1,3547,3261,no
hMetis-K,bcsstk29.hgr,no,2,32,0.03,0.0102526160025,110.98,km1,3547,3245,no
hMetis-K,bcsstk29.hgr,no,3,32,0.03,0.000317091216573,112.088,km1,3573,3249,no
hMetis-K,bcsstk29.hgr,no,4,32,0.03,0.0197653524997,111.949,km1,3497,3197,no
hMetis-K,bcsstk29.hgr,no,5,32,0.03,0.00391079167107,110.911,km1,3482,3163,no
hMetis-K,bcsstk29.hgr,no,1,64,0.03,0.0266328471782,144.383,km1,5123,4421,no
hMetis-K,bcsstk29.hgr,no,2,64,0.03,0.0230395265272,143.908,km1,5060,4391,no
hMetis-K,bcsstk29.hgr,no,3,64,0.03,0.0226167829212,144.24,km1,5190,4490,no
hMetis-K,bcsstk29.hgr,no,4,64,0.03,0.0217712957092,144.012,km1,5067,4393,no
hMetis-K,bcsstk29.hgr,no,5,64,0.03,0.000422743606003,144.732,km1,5225,4478,no
hMetis-K,bcsstk29.hgr,no,1,128,0.03,0.0105663567202,245.211,km1,8695,6615,no
hMetis-K,bcsstk29.hgr,no,2,128,0.03,0.0207100591716,244.393,km1,8654,6477,no
hMetis-K,bcsstk29.hgr,no,3,128,0.03,0.0207100591716,246.584,km1,8434,6360,no
hMetis-K,bcsstk29.hgr,no,4,128,0.03,0.0295857988166,244.958,km1,8818,6433,no
hMetis-K,bcsstk29.hgr,no,5,128,0.03,0.0131022823331,247.829,km1,8643,6489,no
hMetis-K,bcsstk30.hgr,no,1,2,0.03,0,1295.238,km1,16711,16711,no
hMetis-K,bcsstk30.hgr,no,2,2,0.03,0,1293.627,km1,16834,16834,no
hMetis-K,bcsstk30.hgr,no,3,2,0.03,0,1293.445,km1,16861,16861,no
hMetis-K,bcsstk30.hgr,no,4,2,0.03,0,1299.131,km1,16609,16609,no
hMetis-K,bcsstk30.hgr,no,5,2,0.03,0,1278.429,km1,16632,16632,no
hMetis-K,bcsstk30.hgr,no,1,4,0.03,0,1654.115,km1,17428,17228,no
hMetis-K,bcsstk30.hgr,no,2,4,0.03,0,1662.641,km1,17699,17608,no
hMetis-K,bcsstk30.hgr,no,3,4,0.03,0,1661.708,km1,17120,16940,no
hMetis-K,bcsstk30.hgr,no,4,4,0.03,0,1673.358,km1,17338,17162,no
hMetis-K,bcsstk30.hgr,no,5,4,0.03,0,1669.83,km1,18433,18167,no
hMetis-K,bcsstk30.hgr,no,1,8,0.03,0,2016.162,km1,20389,19413,no
hMetis-K,bcsstk30.hgr,no,2,8,0.03,0.00273208853873,2002.642,km1,19908,19188,no
hMetis-K,bcsstk30.hgr,no,3,8,0.03,0.00346276338048,2018.669,km1,19024,18394,no
hMetis-K,bcsstk30.hgr,no,4,8,0.03,0.00289093089563,2014.938,km1,18768,18250,no
hMetis-K,bcsstk30.hgr,no,5,8,0.03,0.000389163774412,2000.659,km1,19418,18702,no
hMetis-K,bcsstk30.hgr,no,1,16,0.03,0.0050034945041,2292.243,km1,21197,19444,no
