algorithm,graph,timeout,seed,k,epsilon,num_threads,imbalance,totalPartitionTime,objective,km1,cut,failed
KaHyPar-R,as-skitter.graph.hgr,no,8,4,0.03,1,0.0299929,1987.46,km1,418530,418530,no
KaHyPar-R,as-skitter.graph.hgr,no,9,4,0.03,1,0.0299929,1991.74,km1,418530,418530,no
KaHyPar-R,as-skitter.graph.hgr,no,10,64,0.03,1,0.029985,1027.33,km1,1609173,1609173,no
KaHyPar-R,as-skitter.graph.hgr,no,1,64,0.03,1,0.029985,1024.1,km1,1609173,1609173,no
KaHyPar-R,as-skitter.graph.hgr,no,2,64,0.03,1,0.029985,1021.6,km1,1609173,1609173,no
KaHyPar-R,as-skitter.graph.hgr,no,3,64,0.03,1,0.029985,1024.99,km1,1609173,1609173,no
KaHyPar-R,as-skitter.graph.hgr,no,4,64,0.03,1,0.029985,1023.49,km1,1609173,1609173,no
KaHyPar-R,as-skitter.graph.hgr,no,5,64,0.03,1,0.029985,1026.71,km1,1609173,1609173,no
KaHyPar-R,as-skitter.graph.hgr,no,6,64,0.03,1,0.029985,1023.36,km1,1609173,1609173,no
KaHyPar-R,as-skitter.graph.hgr,no,7,64,0.03,1,0.029985,1023.07,km1,1609173,1609173,no
KaHyPar-R,as-skitter.graph.hgr,no,8,64,0.03,1,0.029985,1023.11,km1,1609173,1609173,no
KaHyPar-R,as-skitter.graph.hgr,no,9,64,0.03,1,0.029985,1026.19,km1,1609173,1609173,no
KaHyPar-R,as-skitter.graph.hgr,no,10,8,0.03,1,0.029971,1939.6,km1,618603,618603,no
KaHyPar-R,as-skitter.graph.hgr,no,1,8,0.03,1,0.029971,1924.65,km1,618603,618603,no
KaHyPar-R,as-skitter.graph.hgr,no,2,8,0.03,1,0.029971,1925.89,km1,618603,618603,no
KaHyPar-R,as-skitter.graph.hgr,no,3,8,0.03,1,0.029971,1340.86,km1,618603,618603,no
KaHyPar-R,as-skitter.graph.hgr,no,4,8,0.03,1,0.029971,1337.38,km1,618603,618603,no
KaHyPar-R,as-skitter.graph.hgr,no,5,8,0.03,1,0.029971,1343.14,km1,618603,618603,no
KaHyPar-R,as-skitter.graph.hgr,no,6,8,0.03,1,0.029971,1340.52,km1,618603,618603,no
KaHyPar-R,as-skitter.graph.hgr,no,7,8,0.03,1,0.029971,1337.42,km1,618603,618603,no
KaHyPar-R,as-skitter.graph.hgr,no,8,8,0.03,1,0.029971,1343.48,km1,618603,618603,no
KaHyPar-R,as-skitter.graph.hgr,no,9,8,0.03,1,0.029971,1939.03,km1,618603,618603,no
KaHyPar-R,citationCiteseer.graph.hgr,no,10,128,0.03,1,0.029552,81.718,km1,278045,278045,no
KaHyPar-R,citationCiteseer.graph.hgr,no,1,128,0.03,1,0.029552,81.9519,km1,278045,278045,no
KaHyPar-R,citationCiteseer.graph.hgr,no,2,128,0.03,1,0.029552,81.8232,km1,278045,278045,no
KaHyPar-R,citationCiteseer.graph.hgr,no,3,128,0.03,1,0.029552,81.9144,km1,278045,278045,no
KaHyPar-R,citationCiteseer.graph.hgr,no,4,128,0.03,1,0.029552,81.934,km1,278045,278045,no
KaHyPar-R,citationCiteseer.graph.hgr,no,5,128,0.03,1,0.029552,81.6191,km1,278045,278045,no
KaHyPar-R,citationCiteseer.graph.hgr,no,6,128,0.03,1,0.029552,81.9155,km1,278045,278045,no
KaHyPar-R,citationCiteseer.graph.hgr,no,7,128,0.03,1,0.029552,81.9013,km1,278045,278045,no
KaHyPar-R,citationCiteseer.graph.hgr,no,8,128,0.03,1,0.029552,81.7111,km1,278045,278045,no
KaHyPar-R,citationCiteseer.graph.hgr,no,9,128,0.03,1,0.029552,82.1552,km1,278045,278045,no
KaHyPar-R,citationCiteseer.graph.hgr,no,10,16,0.03,1,0.0297956,91.8306,km1,142213,142213,no
KaHyPar-R,citationCiteseer.graph.hgr,no,1,16,0.03,1,0.0297956,92.0443,km1,142213,142213,no
KaHyPar-R,citationCiteseer.graph.hgr,no,2,16,0.03,1,0.0297956,92.3055,km1,142213,142213,no
KaHyPar-R,citationCiteseer.graph.hgr,no,3,16,0.03,1,0.0297956,92.0144,km1,142213,142213,no
KaHyPar-R,citationCiteseer.graph.hgr,no,4,16,0.03,1,0.0297956,92.4541,km1,142213,142213,no
KaHyPar-R,citationCiteseer.graph.hgr,no,5,16,0.03,1,0.0297956,92.1246,km1,142213,142213,no
KaHyPar-R,citationCiteseer.graph.hgr,no,6,16,0.03,1,0.0297956,92.2068,km1,142213,142213,no
KaHyPar-R,citationCiteseer.graph.hgr,no,7,16,0.03,1,0.0297956,91.8698,km1,142213,142213,no
KaHyPar-R,citationCiteseer.graph.hgr,no,8,16,0.03,1,0.0297956,92.0417,km1,142213,142213,no
KaHyPar-R,citationCiteseer.graph.hgr,no,9,16,0.03,1,0.0297956,92.6951,km1,142213,142213,no
KaHyPar-R,citationCiteseer.graph.hgr,no,10,2,0.03,1,0.0167824,37.7395,km1,32330,32330,no
KaHyPar-R,citationCiteseer.graph.hgr,no,1,2,0.03,1,0.0167824,37.8332,km1,32330,32330,no
KaHyPar-R,citationCiteseer.graph.hgr,no,2,2,0.03,1,0.0167824,37.7199,km1,32330,32330,no
KaHyPar-R,citationCiteseer.graph.hgr,no,3,2,0.03,1,0.0167824,37.7303,km1,32330,32330,no
KaHyPar-R,citationCiteseer.graph.hgr,no,4,2,0.03,1,0.0167824,37.66,km1,32330,32330,no
KaHyPar-R,citationCiteseer.graph.hgr,no,5,2,0.03,1,0.0167824,37.7744,km1,32330,32330,no
KaHyPar-R,citationCiteseer.graph.hgr,no,6,2,0.03,1,0.0167824,37.7425,km1,32330,32330,no
KaHyPar-R,citationCiteseer.graph.hgr,no,7,2,0.03,1,0.0167824,37.7189,km1,32330,32330,no
KaHyPar-R,citationCiteseer.graph.hgr,no,8,2,0.03,1,0.0167824,37.7611,km1,32330,32330,no
KaHyPar-R,citationCiteseer.graph.hgr,no,9,2,0.03,1,0.0167824,38.0038,km1,32330,32330,no
KaHyPar-R,citationCiteseer.graph.hgr,no,10,32,0.03,1,0.029913,88.451,km1,187332,187332,no
KaHyPar-R,citationCiteseer.graph.hgr,no,1,32,0.03,1,0.029913,89.5328,km1,187332,187332,no
KaHyPar-R,citationCiteseer.graph.hgr,no,2,32,0.03,1,0.029913,89.2589,km1,187332,187332,no
